Archivo,Fecha,Etiqueta_binaria,Etiqueta_multiple
f2p1img168,2025-05-04,saludable,saludable
f2p1img169,2025-05-04,saludable,saludable
f2p1img170,2025-05-04,enfermo,roya_nivel_1
f2p1img171,2025-05-04,enfermo,roya_nivel_1
f2p1img172,2025-05-04,saludable,saludable
f2p1img173,2025-05-04,saludable,saludable
f2p1img174,2025-05-04,enfermo,roya_nivel_1
f2p1img175,2025-05-04,enfermo,roya_nivel_1
f2p1img176,2025-05-04,saludable,saludable
f2p1img177,2025-05-04,saludable,saludable
f2p1img178,2025-05-04,saludable,saludable
f2p1img179,2025-05-04,enfermo,roya_nivel_1
f2p1img180,2025-05-04,enfermo,roya_nivel_2
f2p1img181,2025-05-04,saludable,saludable
f2p1img182,2025-05-04,saludable,saludable
f2p1img183,2025-05-04,enfermo,roya_nivel_2
f2p1img184,2025-05-04,enfermo,roya_nivel_1
f2p1img185,2025-05-04,saludable,saludable
f2p1img186,2025-05-04,saludable,saludable
f2p1img187,2025-05-04,saludable,saludable
f2p1img188,2025-05-04,saludable,saludable
f2p1img189,2025-05-04,enfermo,roya_nivel_1
f2p1img190,2025-05-04,saludable,saludable
f2p1img191,2025-05-04,saludable,saludable
f2p1img192,2025-05-04,enfermo,roya_nivel_1
f2p1img193,2025-05-04,saludable,saludable
f2p1img194,2025-05-04,saludable,saludable
f2p1img195,2025-05-04,enfermo,roya_nivel_1
f2p1img196,2025-05-04,saludable,saludable
f2p1img197,2025-05-04,enfermo,roya_nivel_1
f2p1img198,2025-05-04,saludable,saludable
f2p1img199,2025-05-04,saludable,saludable
f2p1img200,2025-05-04,enfermo,roya_nivel_1
f2p1img201,2025-05-05,saludable,saludable
f2p1img202,2025-05-05,enfermo,roya_nivel_1
f2p1img203,2025-05-05,saludable,saludable
f2p1img204,2025-05-05,enfermo,roya_nivel_1
f2p1img205,2025-05-05,saludable,saludable
f2p1img206,2025-05-05,enfermo,roya_nivel_1
f2p1img207,2025-05-05,enfermo,roya_nivel_1
f2p1img208,2025-05-05,saludable,saludable
f2p1img209,2025-05-05,enfermo,roya_nivel_2
f2p1img210,2025-05-05,saludable,saludable
f2p1img211,2025-05-05,saludable,saludable
f2p1img212,2025-05-05,enfermo,roya_nivel_1
f2p1img213,2025-05-05,saludable,saludable
f2p1img214,2025-05-05,enfermo,roya_nivel_1
f2p1img215,2025-05-05,saludable,saludable
f2p1img216,2025-05-05,saludable,saludable
f2p1img217,2025-05-05,enfermo,roya_nivel_1
f2p1img218,2025-05-05,saludable,saludable
f2p1img219,2025-05-05,enfermo,roya_nivel_1
f2p1img220,2025-05-05,enfermo,roya_nivel_1
f2p1img221,2025-05-05,saludable,saludable
f2p1img222,2025-05-05,enfermo,roya_nivel_1
f2p1img223,2025-05-05,saludable,saludable
f2p1img224,2025-05-05,enfermo,roya_nivel_1
f2p1img225,2025-05-05,saludable,saludable
f2p1img226,2025-05-05,enfermo,roya_nivel_1
f2p1img227,2025-05-05,enfermo,roya_nivel_1
f2p1img228,2025-05-05,saludable,saludable
f2p1img229,2025-05-05,enfermo,roya_nivel_1
f2p1img230,2025-05-05,saludable,saludable
f2p1img231,2025-05-05,enfermo,roya_nivel_1
f2p1img232,2025-05-05,saludable,saludable
f2p1img233,2025-05-05,saludable,saludable
f2p1img234,2025-05-05,enfermo,roya_nivel_1
f2p1img235,2025-05-05,saludable,saludable
f2p1img236,2025-05-05,enfermo,roya_nivel_1
f2p1img237,2025-05-05,saludable,saludable
f2p1img238,2025-05-05,enfermo,roya_nivel_1
f2p1img239,2025-05-05,enfermo,roya_nivel_1
f2p1img240,2025-05-05,enfermo,roya_nivel_1
f2p1img241,2025-05-05,enfermo,roya_nivel_1
f2p1img242,2025-05-05,enfermo,roya_nivel_1
f2p1img243,2025-05-05,saludable,saludable
f2p1img244,2025-05-05,enfermo,roya_nivel_1
f2p1img245,2025-05-05,saludable,saludable
f2p1img246,2025-05-05,enfermo,roya_nivel_1
f2p1img247,2025-05-05,saludable,saludable
f2p1img248,2025-05-05,saludable,saludable
f2p1img249,2025-05-05,enfermo,roya_nivel_1
f2p1img250,2025-05-05,saludable,saludable
f2p1img251,2025-05-06,saludable,saludable
f2p1img252,2025-05-06,saludable,saludable
f2p1img253,2025-05-06,saludable,saludable
f2p1img254,2025-05-06,saludable,saludable
f2p1img255,2025-05-06,enfermo,roya_nivel_1
f2p1img256,2025-05-06,saludable,saludable
f2p1img257,2025-05-06,enfermo,roya_nivel_1
f2p1img258,2025-05-06,enfermo,roya_nivel_1
f2p1img259,2025-05-06,saludable,saludable
f2p1img260,2025-05-06,enfermo,roya_nivel_1
f2p1img261,2025-05-06,saludable,saludable
f2p1img262,2025-05-06,enfermo,roya_nivel_1
f2p1img263,2025-05-06,enfermo,roya_nivel_1
f2p1img264,2025-05-06,enfermo,roya_nivel_1
f2p1img265,2025-05-06,enfermo,roya_nivel_1
f2p1img266,2025-05-06,saludable,saludable
f2p1img267,2025-05-06,saludable,saludable
f2p1img268,2025-05-06,saludable,saludable
f2p1img269,2025-05-06,saludable,saludable
f2p1img270,2025-05-06,enfermo,roya_nivel_3
f2p1img271,2025-05-06,saludable,saludable
f2p1img272,2025-05-06,enfermo,roya_nivel_3
f2p1img273,2025-05-06,saludable,saludable
f2p1img274,2025-05-06,enfermo,roya_nivel_2
f2p1img275,2025-05-06,enfermo,roya_nivel_1
f2p1img276,2025-05-06,enfermo,roya_nivel_1
f2p1img277,2025-05-06,enfermo,roya_nivel_1
f2p1img278,2025-05-06,saludable,saludable
f2p1img279,2025-05-06,enfermo,roya_nivel_3
f2p1img280,2025-05-06,saludable,saludable
f2p1img281,2025-05-06,enfermo,roya_nivel_2
f2p1img282,2025-05-06,enfermo,roya_nivel_1
f2p1img283,2025-05-06,saludable,saludable
f2p1img284,2025-05-06,enfermo,roya_nivel_1
f2p1img285,2025-05-06,saludable,saludable
f2p1img286,2025-05-06,enfermo,roya_nivel_1
f2p1img287,2025-05-06,saludable,saludable
f2p1img288,2025-05-06,enfermo,roya_nivel_1
f2p1img289,2025-05-06,saludable,saludable
f2p1img290,2025-05-06,saludable,saludable
f2p1img291,2025-05-06,enfermo,roya_nivel_2
f2p1img292,2025-05-06,saludable,saludable
f2p1img293,2025-05-06,enfermo,roya_nivel_2
f2p1img294,2025-05-06,saludable,saludable
f2p1img295,2025-05-06,enfermo,roya_nivel_1
f2p1img296,2025-05-06,saludable,saludable
f2p1img297,2025-05-06,enfermo,roya_nivel_1
f2p1img298,2025-05-06,enfermo,roya_nivel_3
f2p1img299,2025-05-06,saludable,saludable
f2p1img300,2025-05-06,enfermo,roya_nivel_3
f2p1img301,2025-05-07,saludable,saludable
f2p1img302,2025-05-07,saludable,saludable
f2p1img303,2025-05-07,enfermo,roya_nivel_1
f2p1img304,2025-05-07,saludable,saludable
f2p1img305,2025-05-07,saludable,saludable
f2p1img306,2025-05-07,saludable,saludable
f2p1img307,2025-05-07,enfermo,roya_nivel_1
f2p1img308,2025-05-07,saludable,saludable
f2p1img309,2025-05-07,enfermo,roya_nivel_1
f2p1img310,2025-05-07,enfermo,roya_nivel_2
f2p1img311,2025-05-07,saludable,saludable
f2p1img312,2025-05-07,enfermo,roya_nivel_2
f2p1img313,2025-05-07,saludable,saludable
f2p1img314,2025-05-07,saludable,saludable
f2p1img315,2025-05-07,enfermo,roya_nivel_2
f2p1img316,2025-05-07,saludable,saludable
f2p1img317,2025-05-07,enfermo,roya_nivel_3
f2p1img318,2025-05-07,saludable,saludable
f2p1img319,2025-05-07,enfermo,roya_nivel_1
f2p1img320,2025-05-07,saludable,saludable
f2p1img321,2025-05-07,enfermo,roya_nivel_1
f2p1img322,2025-05-07,enfermo,roya_nivel_1
f2p1img323,2025-05-07,saludable,saludable
f2p1img324,2025-05-07,enfermo,roya_nivel_1
f2p1img325,2025-05-07,saludable,saludable
f2p1img326,2025-05-07,saludable,saludable
f2p1img327,2025-05-07,enfermo,roya_nivel_1
f2p1img328,2025-05-07,saludable,saludable
f2p1img329,2025-05-07,enfermo,roya_nivel_1
f2p1img330,2025-05-07,enfermo,roya_nivel_1
f2p1img331,2025-05-07,saludable,saludable
f2p1img332,2025-05-07,enfermo,roya_nivel_1
f2p1img333,2025-05-07,saludable,saludable
f2p1img334,2025-05-07,enfermo,roya_nivel_1
f2p1img335,2025-05-07,saludable,saludable
f2p1img336,2025-05-07,enfermo,roya_nivel_1
f2p1img337,2025-05-07,saludable,saludable
f2p1img338,2025-05-07,enfermo,roya_nivel_2
f2p1img339,2025-05-07,saludable,saludable
f2p1img340,2025-05-07,enfermo,roya_nivel_2
f2p1img341,2025-05-07,saludable,saludable
f2p1img342,2025-05-07,saludable,saludable
f2p1img343,2025-05-07,saludable,saludable
f2p1img344,2025-05-07,enfermo,roya_nivel_1
f2p1img345,2025-05-07,saludable,saludable
f2p1img346,2025-05-07,enfermo,roya_nivel_1
f2p1img347,2025-05-07,enfermo,roya_nivel_2
f2p1img348,2025-05-07,saludable,saludable
f2p1img349,2025-05-07,enfermo,roya_nivel_2
f2p1img350,2025-05-07,saludable,saludable
f2p1img351,2025-05-08,enfermo,roya_nivel_1
f2p1img352,2025-05-08,enfermo,roya_nivel_1
f2p1img353,2025-05-08,saludable,saludable
f2p1img354,2025-05-08,enfermo,roya_nivel_1
f2p1img355,2025-05-08,saludable,saludable
f2p1img356,2025-05-08,enfermo,roya_nivel_2
f2p1img357,2025-05-08,saludable,saludable
f2p1img358,2025-05-08,enfermo,roya_nivel_2
f2p1img359,2025-05-08,saludable,saludable
f2p1img360,2025-05-08,enfermo,roya_nivel_2
f2p1img361,2025-05-08,saludable,saludable
f2p1img362,2025-05-08,enfermo,roya_nivel_1
f2p1img363,2025-05-08,saludable,saludable
f2p1img364,2025-05-08,enfermo,roya_nivel_1
f2p1img365,2025-05-08,saludable,saludable
f2p1img366,2025-05-08,enfermo,roya_nivel_1
f2p1img367,2025-05-08,saludable,saludable
f2p1img368,2025-05-08,enfermo,roya_nivel_1
f2p1img369,2025-05-08,saludable,saludable
f2p1img370,2025-05-08,enfermo,roya_nivel_1
f2p1img371,2025-05-08,saludable,saludable
f2p1img372,2025-05-08,saludable,saludable
f2p1img373,2025-05-08,saludable,saludable
f2p1img374,2025-05-08,saludable,saludable
f2p1img375,2025-05-08,enfermo,roya_nivel_1
f2p1img376,2025-05-08,saludable,saludable
f2p1img377,2025-05-08,enfermo,roya_nivel_1
f2p1img378,2025-05-08,saludable,saludable
f2p1img379,2025-05-08,enfermo,roya_nivel_1
f2p1img380,2025-05-08,saludable,saludable
f2p1img381,2025-05-08,enfermo,roya_nivel_1
f2p1img382,2025-05-08,saludable,saludable
f2p1img383,2025-05-08,enfermo,roya_nivel_1
f2p1img384,2025-05-08,saludable,saludable
f2p1img385,2025-05-08,enfermo,roya_nivel_1
f2p1img386,2025-05-08,saludable,saludable
f2p1img387,2025-05-08,saludable,saludable
f2p1img388,2025-05-08,saludable,saludable
f2p1img389,2025-05-08,enfermo,roya_nivel_1
f2p1img390,2025-05-08,enfermo,roya_nivel_1
f2p1img391,2025-05-08,saludable,saludable
f2p1img392,2025-05-08,saludable,saludable
f2p1img393,2025-05-08,saludable,saludable
f2p1img394,2025-05-08,saludable,saludable
f2p1img395,2025-05-08,enfermo,roya_nivel_1
f2p1img396,2025-05-08,saludable,saludable
f2p1img397,2025-05-08,enfermo,roya_nivel_1
f2p1img398,2025-05-08,saludable,saludable
f2p1img399,2025-05-08,enfermo,roya_nivel_1
f2p1img400,2025-05-08,enfermo,roya_nivel_1
f2p1img401,2025-05-09,saludable,saludable
f2p1img402,2025-05-09,saludable,saludable
f2p1img403,2025-05-09,saludable,saludable
f2p1img404,2025-05-09,saludable,saludable
f2p1img405,2025-05-09,saludable,saludable
f2p1img406,2025-05-09,enfermo,roya_nivel_1
f2p1img407,2025-05-09,saludable,saludable
f2p1img408,2025-05-09,enfermo,roya_nivel_1
f2p1img409,2025-05-09,enfermo,roya_nivel_1
f2p1img410,2025-05-09,enfermo,roya_nivel_1
f2p1img411,2025-05-09,enfermo,roya_nivel_1
f2p1img412,2025-05-09,saludable,saludable
f2p1img413,2025-05-09,saludable,saludable
f2p1img414,2025-05-09,saludable,saludable
f2p1img415,2025-05-09,saludable,saludable
f2p1img416,2025-05-09,enfermo,roya_nivel_1
f2p1img417,2025-05-09,saludable,saludable
f2p1img418,2025-05-09,enfermo,roya_nivel_1
f2p1img419,2025-05-09,saludable,saludable
f2p1img420,2025-05-09,enfermo,roya_nivel_2
f2p1img421,2025-05-09,enfermo,roya_nivel_1
f2p1img422,2025-05-09,enfermo,roya_nivel_2
f2p1img423,2025-05-09,enfermo,roya_nivel_1
f2p1img424,2025-05-09,saludable,saludable
f2p1img425,2025-05-09,enfermo,roya_nivel_1
f2p1img426,2025-05-09,saludable,saludable
f2p1img427,2025-05-09,enfermo,roya_nivel_1
f2p1img428,2025-05-09,saludable,saludable
f2p1img429,2025-05-09,enfermo,roya_nivel_2
f2p1img430,2025-05-09,saludable,saludable
f2p1img431,2025-05-09,enfermo,roya_nivel_2
f2p1img432,2025-05-09,saludable,saludable
f2p1img433,2025-05-09,saludable,saludable
f2p1img434,2025-05-09,saludable,saludable
f2p1img435,2025-05-09,saludable,saludable
f2p1img436,2025-05-09,enfermo,roya_nivel_1
f2p1img437,2025-05-09,enfermo,roya_nivel_2
f2p1img438,2025-05-09,enfermo,roya_nivel_1
f2p1img439,2025-05-09,enfermo,roya_nivel_2
f2p1img440,2025-05-09,saludable,saludable
f2p1img441,2025-05-09,enfermo,roya_nivel_1
f2p1img442,2025-05-09,saludable,saludable
f2p1img443,2025-05-09,enfermo,roya_nivel_1
f2p1img444,2025-05-09,enfermo,roya_nivel_1
f2p1img445,2025-05-09,saludable,saludable
f2p1img446,2025-05-09,saludable,saludable
f2p1img447,2025-05-09,enfermo,roya_nivel_2
f2p1img448,2025-05-09,saludable,saludable
f2p1img449,2025-05-09,saludable,saludable
f2p1img450,2025-05-09,saludable,saludable
f2p1img451,2025-05-10,saludable,saludable
f2p1img452,2025-05-10,enfermo,roya_nivel_1
f2p1img453,2025-05-10,saludable,saludable
f2p1img454,2025-05-10,enfermo,roya_nivel_1
f2p1img455,2025-05-10,saludable,saludable
f2p1img456,2025-05-10,enfermo,roya_nivel_1
f2p1img457,2025-05-10,saludable,saludable
f2p1img458,2025-05-10,enfermo,roya_nivel_2
f2p1img459,2025-05-10,enfermo,roya_nivel_2
f2p1img460,2025-05-10,saludable,saludable
f2p1img461,2025-05-10,enfermo,roya_nivel_1
f2p1img462,2025-05-10,saludable,saludable
f2p1img463,2025-05-10,enfermo,roya_nivel_2
f2p1img464,2025-05-10,saludable,saludable
f2p1img465,2025-05-10,saludable,saludable
f2p1img466,2025-05-10,saludable,saludable
f2p1img467,2025-05-10,saludable,saludable
f2p1img468,2025-05-10,saludable,saludable
f2p1img469,2025-05-10,enfermo,roya_nivel_2
f2p1img470,2025-05-10,saludable,saludable
f2p1img471,2025-05-10,enfermo,roya_nivel_2
f2p1img472,2025-05-10,saludable,saludable
f2p1img473,2025-05-10,enfermo,roya_nivel_1
f2p1img474,2025-05-10,saludable,saludable
f2p1img475,2025-05-10,enfermo,roya_nivel_1
f2p1img476,2025-05-10,saludable,saludable
f2p1img477,2025-05-10,saludable,saludable
f2p1img478,2025-05-10,enfermo,roya_nivel_1
f2p1img479,2025-05-10,saludable,saludable
f2p1img480,2025-05-10,enfermo,roya_nivel_2
f2p1img481,2025-05-10,enfermo,roya_nivel_2
f2p1img482,2025-05-10,saludable,saludable
f2p1img483,2025-05-10,enfermo,roya_nivel_1
f2p1img484,2025-05-10,saludable,saludable
f2p1img485,2025-05-10,saludable,saludable
f2p1img486,2025-05-10,enfermo,roya_nivel_1
f2p1img487,2025-05-10,saludable,saludable
f2p1img488,2025-05-10,enfermo,roya_nivel_1
f2p1img489,2025-05-10,enfermo,roya_nivel_1
f2p1img490,2025-05-10,enfermo,roya_nivel_1
f2p1img491,2025-05-10,enfermo,roya_nivel_1
f2p1img492,2025-05-10,saludable,saludable
f2p1img493,2025-05-10,enfermo,roya_nivel_3
f2p1img494,2025-05-10,saludable,saludable
f2p1img495,2025-05-10,enfermo,roya_nivel_2
f2p1img496,2025-05-10,saludable,saludable
f2p1img497,2025-05-10,enfermo,roya_nivel_1
f2p1img498,2025-05-10,saludable,saludable
f2p1img499,2025-05-10,enfermo,roya_nivel_1
f2p1img500,2025-05-10,saludable,saludable
f2p1img501,2025-05-11,enfermo,roya_nivel_1
f2p1img502,2025-05-11,saludable,saludable
f2p1img503,2025-05-11,enfermo,roya_nivel_1
f2p1img504,2025-05-11,saludable,saludable
f2p1img505,2025-05-11,enfermo,roya_nivel_2
f2p1img506,2025-05-11,saludable,saludable
f2p1img507,2025-05-11,enfermo,roya_nivel_1
f2p1img508,2025-05-11,saludable,saludable
f2p1img509,2025-05-11,enfermo,roya_nivel_1
f2p1img510,2025-05-11,saludable,saludable
f2p1img511,2025-05-11,enfermo,roya_nivel_1
f2p1img512,2025-05-11,saludable,saludable
f2p1img513,2025-05-11,enfermo,roya_nivel_3
f2p1img514,2025-05-11,saludable,saludable
f2p1img515,2025-05-11,enfermo,roya_nivel_2
f2p1img516,2025-05-11,saludable,saludable
f2p1img517,2025-05-11,saludable,saludable
f2p1img518,2025-05-11,enfermo,roya_nivel_4
f2p1img519,2025-05-11,enfermo,roya_nivel_2
f2p1img520,2025-05-11,saludable,saludable
f2p1img521,2025-05-11,saludable,saludable
f2p1img522,2025-05-11,enfermo,roya_nivel_2
f2p1img523,2025-05-11,enfermo,roya_nivel_4
f2p1img524,2025-05-11,saludable,saludable
f2p1img525,2025-05-11,saludable,saludable
f2p1img526,2025-05-11,enfermo,roya_nivel_4
f2p1img527,2025-05-11,enfermo,roya_nivel_1
f2p1img528,2025-05-11,saludable,saludable
f2p1img529,2025-05-11,enfermo,roya_nivel_4
f2p1img530,2025-05-11,saludable,saludable
f2p1img531,2025-05-11,saludable,saludable
f2p1img532,2025-05-11,enfermo,roya_nivel_1
f2p1img533,2025-05-11,enfermo,roya_nivel_1
f2p1img534,2025-05-11,saludable,saludable
f2p1img535,2025-05-11,saludable,saludable
f2p1img536,2025-05-11,enfermo,roya_nivel_1
f2p1img537,2025-05-11,enfermo,roya_nivel_3
f2p1img538,2025-05-11,enfermo,roya_nivel_2
f2p1img539,2025-05-11,saludable,saludable
f2p1img540,2025-05-11,enfermo,roya_nivel_2
f2p1img541,2025-05-11,saludable,saludable
f2p1img542,2025-05-11,saludable,saludable
f2p1img543,2025-05-11,enfermo,roya_nivel_2
f2p1img544,2025-05-11,saludable,saludable
f2p1img545,2025-05-11,saludable,saludable
f2p1img546,2025-05-11,enfermo,roya_nivel_2
f2p1img547,2025-05-11,enfermo,roya_nivel_2
f2p1img548,2025-05-11,saludable,saludable
f2p1img549,2025-05-11,enfermo,roya_nivel_1
f2p1img550,2025-05-12,saludable,saludable
f2p1img551,2025-05-12,saludable,saludable
f2p1img552,2025-05-12,enfermo,roya_nivel_2
f2p1img553,2025-05-12,enfermo,roya_nivel_1
f2p1img554,2025-05-12,enfermo,roya_nivel_1
f2p1img555,2025-05-12,saludable,saludable
f2p1img556,2025-05-12,saludable,saludable
f2p1img557,2025-05-12,saludable,saludable
f2p1img558,2025-05-12,enfermo,roya_nivel_4
f2p1img559,2025-05-12,enfermo,roya_nivel_3
f2p1img560,2025-05-12,saludable,saludable
f2p1img561,2025-05-12,saludable,saludable
f2p1img562,2025-05-12,enfermo,roya_nivel_3
f2p1img563,2025-05-12,enfermo,roya_nivel_3
f2p1img564,2025-05-12,saludable,saludable
f2p1img565,2025-05-12,saludable,saludable
f2p1img566,2025-05-12,enfermo,roya_nivel_3
f2p1img567,2025-05-12,enfermo,roya_nivel_2
f2p1img568,2025-05-12,saludable,saludable
f2p1img569,2025-05-12,saludable,saludable
f2p1img570,2025-05-12,saludable,saludable
f2p1img571,2025-05-12,enfermo,roya_nivel_1
f2p1img572,2025-05-12,saludable,saludable
f2p1img573,2025-05-12,saludable,saludable
f2p1img574,2025-05-12,enfermo,roya_nivel_1
f2p1img575,2025-05-12,enfermo,roya_nivel_1
f2p1img576,2025-05-12,saludable,saludable
f2p1img577,2025-05-12,enfermo,roya_nivel_1
f2p1img578,2025-05-12,saludable,saludable
f2p1img579,2025-05-12,saludable,saludable
f2p1img580,2025-05-12,enfermo,roya_nivel_1
f2p1img581,2025-05-12,saludable,saludable
f2p1img582,2025-05-12,enfermo,roya_nivel_1
f2p1img583,2025-05-12,enfermo,roya_nivel_1
f2p1img584,2025-05-12,saludable,saludable
f2p1img585,2025-05-12,saludable,saludable
f2p1img586,2025-05-12,saludable,saludable
f2p1img587,2025-05-12,enfermo,roya_nivel_1
f2p1img588,2025-05-12,enfermo,roya_nivel_2
f2p1img589,2025-05-12,saludable,saludable
f2p1img590,2025-05-12,enfermo,roya_nivel_2
f2p1img591,2025-05-12,saludable,saludable
f2p1img592,2025-05-12,saludable,saludable
f2p1img593,2025-05-12,enfermo,roya_nivel_4
f2p1img594,2025-05-12,enfermo,roya_nivel_1
f2p1img595,2025-05-12,saludable,saludable
f2p1img596,2025-05-12,enfermo,roya_nivel_2
f2p1img597,2025-05-12,saludable,saludable
f2p1img598,2025-05-12,enfermo,roya_nivel_1
f2p1img599,2025-05-13,enfermo,roya_nivel_1
f2p1img600,2025-05-13,saludable,saludable
f2p1img601,2025-05-13,enfermo,roya_nivel_2
f2p1img602,2025-05-13,enfermo,roya_nivel_4
f2p1img603,2025-05-13,saludable,saludable
f2p1img604,2025-05-13,saludable,saludable
f2p1img605,2025-05-13,enfermo,roya_nivel_1
f2p1img606,2025-05-13,enfermo,roya_nivel_1
f2p1img607,2025-05-13,saludable,saludable
f2p1img608,2025-05-13,enfermo,roya_nivel_3
f2p1img609,2025-05-13,saludable,saludable
f2p1img610,2025-05-13,saludable,saludable
f2p1img611,2025-05-13,enfermo,roya_nivel_1
f2p1img612,2025-05-13,enfermo,roya_nivel_3
f2p1img613,2025-05-13,saludable,saludable
f2p1img614,2025-05-13,saludable,saludable
f2p1img615,2025-05-13,enfermo,roya_nivel_4
f2p1img616,2025-05-13,enfermo,roya_nivel_1
f2p1img617,2025-05-13,saludable,saludable
f2p1img618,2025-05-13,saludable,saludable
f2p1img619,2025-05-13,enfermo,roya_nivel_1
f2p1img620,2025-05-13,saludable,saludable
f2p1img621,2025-05-13,enfermo,roya_nivel_4
f2p1img622,2025-05-13,enfermo,roya_nivel_1
f2p1img623,2025-05-13,saludable,saludable
f2p1img624,2025-05-13,saludable,saludable
f2p1img625,2025-05-13,enfermo,roya_nivel_2
f2p1img626,2025-05-13,saludable,saludable
f2p1img627,2025-05-13,enfermo,roya_nivel_2
f2p1img628,2025-05-13,saludable,saludable
f2p1img629,2025-05-13,enfermo,roya_nivel_2
f2p1img630,2025-05-13,saludable,saludable
f2p1img631,2025-05-13,saludable,saludable
f2p1img632,2025-05-13,enfermo,roya_nivel_3
f2p1img633,2025-05-13,enfermo,roya_nivel_1
f2p1img634,2025-05-13,saludable,saludable
f2p1img635,2025-05-13,saludable,saludable
f2p1img636,2025-05-13,saludable,saludable
f2p1img637,2025-05-13,enfermo,roya_nivel_2
f2p1img638,2025-05-13,enfermo,roya_nivel_1
f2p1img639,2025-05-13,saludable,saludable
f2p1img640,2025-05-14,enfermo,roya_nivel_2
f2p1img641,2025-05-14,saludable,saludable
f2p1img642,2025-05-14,saludable,saludable
f2p1img643,2025-05-14,enfermo,roya_nivel_2
f2p1img644,2025-05-14,saludable,saludable
f2p1img645,2025-05-14,saludable,saludable
f2p1img646,2025-05-14,enfermo,roya_nivel_1
f2p1img647,2025-05-14,saludable,saludable
f2p1img648,2025-05-14,enfermo,roya_nivel_2
f2p1img649,2025-05-14,enfermo,roya_nivel_2
f2p1img650,2025-05-14,enfermo,roya_nivel_3
f2p1img651,2025-05-14,saludable,saludable
f2p1img652,2025-05-14,saludable,saludable
f2p1img653,2025-05-14,enfermo,roya_nivel_1
f2p1img654,2025-05-14,enfermo,roya_nivel_1
f2p1img655,2025-05-14,saludable,saludable
f2p1img656,2025-05-14,saludable,saludable
f2p1img657,2025-05-14,enfermo,roya_nivel_1
f2p1img658,2025-05-14,saludable,saludable
f2p1img659,2025-05-14,saludable,saludable
f2p1img660,2025-05-14,enfermo,roya_nivel_1
f2p1img661,2025-05-14,enfermo,roya_nivel_2
f2p1img662,2025-05-14,saludable,saludable
f2p1img663,2025-05-14,saludable,saludable
f2p1img664,2025-05-14,enfermo,roya_nivel_2
f2p1img665,2025-05-14,enfermo,roya_nivel_1
f2p1img666,2025-05-14,saludable,saludable
f2p1img667,2025-05-14,enfermo,roya_nivel_1
f2p1img668,2025-05-14,enfermo,roya_nivel_1
f2p1img669,2025-05-14,saludable,saludable
f2p1img670,2025-05-14,saludable,saludable
f2p1img671,2025-05-14,enfermo,roya_nivel_2
f2p1img672,2025-05-14,enfermo,roya_nivel_1
f2p1img673,2025-05-14,saludable,saludable
f2p1img674,2025-05-14,saludable,saludable
f2p1img675,2025-05-14,enfermo,roya_nivel_1
f2p1img676,2025-05-14,enfermo,roya_nivel_3
f2p1img677,2025-05-14,saludable,saludable
f2p1img678,2025-05-14,enfermo,roya_nivel_4
f2p1img679,2025-05-14,saludable,saludable
f2p1img680,2025-05-14,enfermo,roya_nivel_1
f2p1img681,2025-05-14,enfermo,roya_nivel_3
f2p1img682,2025-05-14,saludable,saludable
f2p1img683,2025-05-14,saludable,saludable
f2p1img684,2025-05-14,enfermo,roya_nivel_2
f2p1img685,2025-05-14,saludable,saludable
f2p1img686,2025-05-14,enfermo,roya_nivel_2
f2p1img687,2025-05-14,enfermo,roya_nivel_2
f2p1img688,2025-05-14,saludable,saludable
f2p1img689,2025-05-15,saludable,saludable
f2p1img690,2025-05-15,enfermo,roya_nivel_1
f2p1img691,2025-05-15,saludable,saludable
f2p1img692,2025-05-15,enfermo,roya_nivel_1
f2p1img693,2025-05-15,enfermo,roya_nivel_1
f2p1img694,2025-05-15,enfermo,roya_nivel_2
f2p1img695,2025-05-15,enfermo,roya_nivel_1
f2p1img696,2025-05-15,saludable,saludable
f2p1img697,2025-05-15,enfermo,roya_nivel_1
f2p1img698,2025-05-15,saludable,saludable
f2p1img699,2025-05-15,saludable,saludable
f2p1img700,2025-05-15,enfermo,roya_nivel_1
f2p1img701,2025-05-15,enfermo,roya_nivel_2
f2p1img702,2025-05-15,saludable,saludable
f2p1img703,2025-05-15,saludable,saludable
f2p1img704,2025-05-15,enfermo,roya_nivel_1
f2p1img705,2025-05-15,enfermo,roya_nivel_1
f2p1img706,2025-05-15,saludable,saludable
f2p1img707,2025-05-15,saludable,saludable
f2p1img708,2025-05-15,enfermo,roya_nivel_1
f2p1img709,2025-05-15,saludable,saludable
f2p1img710,2025-05-15,enfermo,roya_nivel_1
f2p1img711,2025-05-15,enfermo,roya_nivel_3
f2p1img712,2025-05-15,saludable,saludable
f2p1img713,2025-05-15,saludable,saludable
f2p1img714,2025-05-15,enfermo,roya_nivel_1
f2p1img715,2025-05-15,enfermo,roya_nivel_2
f2p1img716,2025-05-15,saludable,saludable
f2p1img717,2025-05-15,saludable,saludable
f2p1img718,2025-05-15,enfermo,roya_nivel_1
f2p1img719,2025-05-15,enfermo,roya_nivel_3
f2p1img720,2025-05-15,saludable,saludable
f2p1img721,2025-05-15,saludable,saludable
f2p1img722,2025-05-15,saludable,saludable
f2p1img723,2025-05-15,enfermo,roya_nivel_1
f2p1img724,2025-05-15,saludable,saludable
f2p1img725,2025-05-15,enfermo,roya_nivel_1
f2p1img726,2025-05-15,enfermo,roya_nivel_1
f2p1img727,2025-05-15,saludable,saludable
f2p1img728,2025-05-15,saludable,saludable
